X,CH1,
Second,Volt,
-5.2799992e-03,-1.50000e+00,
-5.2789990e-03,-1.50000e+00,
-5.2779992e-03,-1.48000e+00,
-5.2769990e-03,-1.48000e+00,
-5.2759992e-03,-1.50000e+00,
-5.2749990e-03,-1.50000e+00,
-5.2739992e-03,-1.48000e+00,
-5.2729989e-03,-1.50000e+00,
-5.2719992e-03,-1.50000e+00,
-5.2709989e-03,-1.48000e+00,
-5.2699992e-03,-1.48000e+00,
-5.2689989e-03,-1.48000e+00,
-5.2679991e-03,-1.50000e+00,
-5.2669989e-03,-1.48000e+00,
-5.2659991e-03,-1.50000e+00,
-5.2649989e-03,-1.48000e+00,
-5.2639991e-03,-1.50000e+00,
-5.2629989e-03,-1.50000e+00,
-5.2619991e-03,-1.48000e+00,
-5.2609988e-03,-1.48000e+00,
-5.2599991e-03,-1.48000e+00,
-5.2589988e-03,-1.50000e+00,
-5.2579991e-03,-1.48000e+00,
-5.2569993e-03,-1.50000e+00,
-5.2559990e-03,-1.48000e+00,
-5.2549993e-03,-1.48000e+00,
-5.2539990e-03,-1.48000e+00,
-5.2529993e-03,-1.48000e+00,
-5.2519990e-03,-1.48000e+00,
-5.2509992e-03,-1.48000e+00,
-5.2499990e-03,-1.48000e+00,
-5.2489992e-03,-1.48000e+00,
-5.2479990e-03,-1.48000e+00,
-5.2469992e-03,-1.48000e+00,
-5.2459990e-03,-1.50000e+00,
-5.2449992e-03,-1.48000e+00,
-5.2439990e-03,-1.48000e+00,
-5.2429992e-03,-1.50000e+00,
-5.2419989e-03,-1.50000e+00,
-5.2409992e-03,-1.48000e+00,
-5.2399989e-03,-1.50000e+00,
-5.2389991e-03,-1.48000e+00,
-5.2379989e-03,-1.50000e+00,
-5.2369991e-03,-1.48000e+00,
-5.2359989e-03,-1.50000e+00,
-5.2349991e-03,-1.50000e+00,
-5.2339989e-03,-1.48000e+00,
-5.2329991e-03,-1.48000e+00,
-5.2319989e-03,-1.50000e+00,
-5.2309991e-03,-1.48000e+00,
-5.2299988e-03,-1.48000e+00,
-5.2289991e-03,-1.50000e+00,
-5.2279988e-03,-1.48000e+00,
-5.2269991e-03,-1.50000e+00,
-5.2259993e-03,-1.48000e+00,
-5.2249990e-03,-1.50000e+00,
-5.2239993e-03,-1.48000e+00,
-5.2229990e-03,-1.48000e+00,
-5.2219993e-03,-1.50000e+00,
-5.2209990e-03,-1.50000e+00,
-5.2199992e-03,-1.48000e+00,
-5.2189990e-03,-1.50000e+00,
-5.2179992e-03,-1.50000e+00,
-5.2169990e-03,-1.50000e+00,
-5.2159992e-03,-1.50000e+00,
-5.2149990e-03,-1.48000e+00,
-5.2139992e-03,-1.48000e+00,
-5.2129989e-03,-1.48000e+00,
-5.2119992e-03,-1.48000e+00,
-5.2109989e-03,-1.48000e+00,
-5.2099992e-03,-1.50000e+00,
-5.2089989e-03,-1.50000e+00,
-5.2079991e-03,-1.48000e+00,
-5.2069989e-03,-1.48000e+00,
-5.2059991e-03,-1.48000e+00,
-5.2049989e-03,-1.48000e+00,
-5.2039991e-03,-1.48000e+00,
-5.2029989e-03,-1.50000e+00,
-5.2019991e-03,-1.48000e+00,
-5.2009989e-03,-1.48000e+00,
-5.1999991e-03,-1.48000e+00,
-5.1989988e-03,-1.48000e+00,
-5.1979991e-03,-1.48000e+00,
-5.1969988e-03,-1.50000e+00,
-5.1959991e-03,-1.50000e+00,
-5.1949993e-03,-1.48000e+00,
-5.1939990e-03,-1.50000e+00,
-5.1929993e-03,-1.50000e+00,
-5.1919990e-03,-1.50000e+00,
-5.1909992e-03,-1.48000e+00,
-5.1899990e-03,-1.48000e+00,
-5.1889992e-03,-1.48000e+00,
-5.1879990e-03,-1.50000e+00,
-5.1869992e-03,-1.48000e+00,
-5.1859990e-03,-1.50000e+00,
-5.1849992e-03,-1.48000e+00,
-5.1839990e-03,-1.48000e+00,
-5.1829992e-03,-1.48000e+00,
-5.1819989e-03,-1.48000e+00,
-5.1809992e-03,-1.48000e+00,
-5.1799989e-03,-1.48000e+00,
-5.1789992e-03,-1.50000e+00,
-5.1779989e-03,-1.50000e+00,
-5.1769991e-03,-1.50000e+00,
-5.1759989e-03,-1.50000e+00,
-5.1749991e-03,-1.50000e+00,
-5.1739989e-03,-1.48000e+00,
-5.1729991e-03,-1.48000e+00,
-5.1719989e-03,-1.50000e+00,
-5.1709991e-03,-1.50000e+00,
-5.1699989e-03,-1.50000e+00,
-5.1689991e-03,-1.50000e+00,
-5.1679988e-03,-1.50000e+00,
-5.1669991e-03,-1.48000e+00,
-5.1659988e-03,-1.50000e+00,
-5.1649990e-03,-1.48000e+00,
-5.1639993e-03,-1.48000e+00,
-5.1629990e-03,-1.48000e+00,
-5.1619993e-03,-1.48000e+00,
-5.1609990e-03,-1.50000e+00,
-5.1599992e-03,-1.50000e+00,
-5.1589990e-03,-1.50000e+00,
-5.1579992e-03,-1.50000e+00,
-5.1569990e-03,-1.48000e+00,
-5.1559992e-03,-1.48000e+00,
-5.1549990e-03,-1.48000e+00,
-5.1539992e-03,-1.48000e+00,
-5.1529990e-03,-1.48000e+00,
-5.1519992e-03,-1.48000e+00,
-5.1509989e-03,-1.48000e+00,
-5.1499992e-03,-1.50000e+00,
-5.1489989e-03,-1.48000e+00,
-5.1479992e-03,-1.48000e+00,
-5.1469989e-03,-1.50000e+00,
-5.1459991e-03,-1.48000e+00,
-5.1449989e-03,-1.50000e+00,
-5.1439991e-03,-1.50000e+00,
-5.1429989e-03,-1.48000e+00,
-5.1419991e-03,-1.50000e+00,
-5.1409989e-03,-1.50000e+00,
-5.1399991e-03,-1.48000e+00,
-5.1389989e-03,-1.50000e+00,
-5.1379991e-03,-1.48000e+00,
-5.1369988e-03,-1.50000e+00,
-5.1359991e-03,-1.50000e+00,
-5.1349993e-03,-1.48000e+00,
-5.1339990e-03,-1.48000e+00,
-5.1329993e-03,-1.50000e+00,
-5.1319990e-03,-1.48000e+00,
-5.1309993e-03,-1.48000e+00,
-5.1299990e-03,-1.50000e+00,
-5.1289992e-03,-1.48000e+00,
-5.1279990e-03,-1.48000e+00,
-5.1269992e-03,-1.50000e+00,
-5.1259990e-03,-1.48000e+00,
-5.1249992e-03,-1.50000e+00,
-5.1239990e-03,-1.50000e+00,
-5.1229992e-03,-1.48000e+00,
-5.1219990e-03,-1.48000e+00,
-5.1209992e-03,-1.48000e+00,
-5.1199989e-03,-1.48000e+00,
-5.1189992e-03,-1.48000e+00,
-5.1179989e-03,-1.48000e+00,
-5.1169991e-03,-1.48000e+00,
-5.1159989e-03,-1.50000e+00,
-5.1149991e-03,-1.48000e+00,
-5.1139989e-03,-1.48000e+00,
-5.1129991e-03,-1.48000e+00,
-5.1119989e-03,-1.50000e+00,
-5.1109991e-03,-1.50000e+00,
-5.1099989e-03,-1.50000e+00,
-5.1089991e-03,-1.48000e+00,
-5.1079988e-03,-1.48000e+00,
-5.1069991e-03,-1.50000e+00,
-5.1059988e-03,-1.50000e+00,
-5.1049991e-03,-1.48000e+00,
-5.1039993e-03,-1.48000e+00,
-5.1029990e-03,-1.48000e+00,
-5.1019993e-03,-1.50000e+00,
-5.1009990e-03,-1.50000e+00,
-5.0999993e-03,-1.48000e+00,
-5.0989990e-03,-1.50000e+00,
-5.0979992e-03,-1.48000e+00,
-5.0969990e-03,-1.50000e+00,
-5.0959992e-03,-1.50000e+00,
-5.0949990e-03,-1.48000e+00,
-5.0939992e-03,-1.48000e+00,
-5.0929990e-03,-1.48000e+00,
-5.0919992e-03,-1.48000e+00,
-5.0909990e-03,-1.50000e+00,
-5.0899992e-03,-1.48000e+00,
-5.0889989e-03,-1.48000e+00,
-5.0879992e-03,-1.48000e+00,
-5.0869989e-03,-1.48000e+00,
-5.0859991e-03,-1.48000e+00,
-5.0849989e-03,-1.50000e+00,
-5.0839991e-03,-1.50000e+00,
-5.0829989e-03,-1.48000e+00,
-5.0819991e-03,-1.48000e+00,
-5.0809989e-03,-1.48000e+00,
-5.0799991e-03,-1.50000e+00,
-5.0789989e-03,-1.48000e+00,
-5.0779991e-03,-1.50000e+00,
-5.0769988e-03,-1.50000e+00,
-5.0759991e-03,-1.48000e+00,
-5.0749988e-03,-1.50000e+00,
-5.0739991e-03,-1.48000e+00,
-5.0729993e-03,-1.48000e+00,
-5.0719990e-03,-1.48000e+00,
-5.0709993e-03,-1.48000e+00,
-5.0699990e-03,-1.50000e+00,
-5.0689992e-03,-1.48000e+00,
-5.0679990e-03,-1.48000e+00,
-5.0669992e-03,-1.50000e+00,
-5.0659990e-03,-1.48000e+00,
-5.0649992e-03,-1.50000e+00,
-5.0639990e-03,-1.50000e+00,
-5.0629992e-03,-1.50000e+00,
-5.0619990e-03,-1.48000e+00,
-5.0609992e-03,-1.48000e+00,
-5.0599989e-03,-1.50000e+00,
-5.0589992e-03,-1.50000e+00,
-5.0579989e-03,-1.48000e+00,
-5.0569992e-03,-1.48000e+00,
-5.0559989e-03,-1.50000e+00,
-5.0549991e-03,-1.48000e+00,
-5.0539989e-03,-1.48000e+00,
-5.0529991e-03,-1.48000e+00,
-5.0519989e-03,-1.48000e+00,
-5.0509991e-03,-1.48000e+00,
-5.0499989e-03,-1.48000e+00,
-5.0489991e-03,-1.50000e+00,
-5.0479989e-03,-1.48000e+00,
-5.0469991e-03,-1.48000e+00,
-5.0459988e-03,-1.48000e+00,
-5.0449991e-03,-1.50000e+00,
-5.0439988e-03,-1.48000e+00,
-5.0429991e-03,-1.48000e+00,
-5.0419993e-03,-1.48000e+00,
-5.0409990e-03,-1.50000e+00,
-5.0399993e-03,-1.50000e+00,
-5.0389990e-03,-1.48000e+00,
-5.0379992e-03,-1.50000e+00,
-5.0369990e-03,-1.48000e+00,
-5.0359992e-03,-1.48000e+00,
-5.0349990e-03,-1.50000e+00,
-5.0339992e-03,-1.48000e+00,
-5.0329990e-03,-1.50000e+00,
-5.0319992e-03,-1.48000e+00,
-5.0309990e-03,-1.50000e+00,
-5.0299992e-03,-1.48000e+00,
-5.0289989e-03,-1.50000e+00,
-5.0279992e-03,-1.48000e+00,
-5.0269989e-03,-1.48000e+00,
-5.0259992e-03,-1.50000e+00,
-5.0249989e-03,-1.48000e+00,
-5.0239991e-03,-1.48000e+00,
-5.0229989e-03,-1.48000e+00,
-5.0219991e-03,-1.48000e+00,
-5.0209989e-03,-1.48000e+00,
-5.0199991e-03,-1.48000e+00,
-5.0189989e-03,-1.48000e+00,
-5.0179991e-03,-1.50000e+00,
-5.0169989e-03,-1.48000e+00,
-5.0159991e-03,-1.48000e+00,
-5.0149988e-03,-1.48000e+00,
-5.0139991e-03,-1.48000e+00,
-5.0129993e-03,-1.48000e+00,
-5.0119990e-03,-1.50000e+00,
-5.0109993e-03,-1.48000e+00,
-5.0099990e-03,-1.48000e+00,
-5.0089993e-03,-1.48000e+00,
-5.0079990e-03,-1.48000e+00,
-5.0069992e-03,-1.48000e+00,
-5.0059990e-03,-1.50000e+00,
-5.0049992e-03,-1.50000e+00,
-5.0039990e-03,-1.48000e+00,
-5.0029992e-03,-1.50000e+00,
-5.0019990e-03,-1.48000e+00,
-5.0009992e-03,-1.48000e+00,
-4.9999990e-03,1.54000e+00,
-4.9989992e-03,1.52000e+00,
-4.9979989e-03,1.50000e+00,
-4.9969992e-03,1.52000e+00,
-4.9959989e-03,1.52000e+00,
-4.9949992e-03,1.52000e+00,
-4.9939989e-03,1.50000e+00,
-4.9929991e-03,1.52000e+00,
-4.9919989e-03,1.52000e+00,
-4.9909991e-03,1.52000e+00,
-4.9899989e-03,1.52000e+00,
-4.9889991e-03,1.52000e+00,
-4.9879989e-03,1.52000e+00,
-4.9869991e-03,1.52000e+00,
-4.9859989e-03,1.52000e+00,
-4.9849991e-03,1.52000e+00,
-4.9839988e-03,1.52000e+00,
-4.9829991e-03,1.54000e+00,
-4.9819993e-03,1.52000e+00,
-4.9809990e-03,1.52000e+00,
-4.9799993e-03,1.52000e+00,
-4.9789990e-03,1.52000e+00,
-4.9779993e-03,1.52000e+00,
-4.9769990e-03,1.52000e+00,
-4.9759992e-03,1.52000e+00,
-4.9749990e-03,1.52000e+00,
-4.9739992e-03,1.52000e+00,
-4.9729990e-03,1.52000e+00,
-4.9719992e-03,1.52000e+00,
-4.9709990e-03,1.54000e+00,
-4.9699992e-03,1.52000e+00,
-4.9689990e-03,1.52000e+00,
-4.9679992e-03,1.54000e+00,
-4.9669989e-03,1.52000e+00,
-4.9659992e-03,1.52000e+00,
-4.9649989e-03,1.52000e+00,
-4.9639991e-03,1.54000e+00,
-4.9629989e-03,1.52000e+00,
-4.9619991e-03,1.52000e+00,
-4.9609989e-03,1.52000e+00,
-4.9599991e-03,1.52000e+00,
-4.9589989e-03,1.52000e+00,
-4.9579991e-03,1.52000e+00,
-4.9569989e-03,1.54000e+00,
-4.9559991e-03,1.52000e+00,
-4.9549988e-03,1.52000e+00,
-4.9539991e-03,1.52000e+00,
-4.9529988e-03,1.52000e+00,
-4.9519991e-03,1.52000e+00,
-4.9509993e-03,1.52000e+00,
-4.9499990e-03,1.52000e+00,
-4.9489993e-03,1.52000e+00,
-4.9479990e-03,1.52000e+00,
-4.9469993e-03,1.52000e+00,
-4.9459990e-03,1.52000e+00,
-4.9449992e-03,1.52000e+00,
-4.9439990e-03,1.52000e+00,
-4.9429992e-03,1.52000e+00,
-4.9419990e-03,1.52000e+00,
-4.9409992e-03,1.52000e+00,
-4.9399990e-03,1.52000e+00,
-4.9389992e-03,1.52000e+00,
-4.9379990e-03,1.52000e+00,
-4.9369992e-03,1.54000e+00,
-4.9359989e-03,1.52000e+00,
-4.9349992e-03,1.52000e+00,
-4.9339989e-03,1.54000e+00,
-4.9329991e-03,1.52000e+00,
-4.9319989e-03,1.52000e+00,
-4.9309991e-03,1.52000e+00,
-4.9299989e-03,1.54000e+00,
-4.9289991e-03,1.52000e+00,
-4.9279989e-03,1.52000e+00,
-4.9269991e-03,1.52000e+00,
-4.9259989e-03,1.54000e+00,
-4.9249991e-03,1.54000e+00,
-4.9239988e-03,1.52000e+00,
-4.9229991e-03,1.52000e+00,
-4.9219988e-03,1.52000e+00,
-4.9209991e-03,1.54000e+00,
-4.9199993e-03,1.52000e+00,
-4.9189990e-03,1.52000e+00,
-4.9179993e-03,1.52000e+00,
-4.9169990e-03,1.52000e+00,
-4.9159992e-03,1.54000e+00,
-4.9149990e-03,1.52000e+00,
-4.9139992e-03,1.52000e+00,
-4.9129990e-03,1.52000e+00,
-4.9119992e-03,1.52000e+00,
-4.9109990e-03,1.54000e+00,
-4.9099992e-03,1.52000e+00,
-4.9089990e-03,1.52000e+00,
-4.9079992e-03,1.52000e+00,
-4.9069989e-03,1.52000e+00,
-4.9059992e-03,1.52000e+00,
-4.9049989e-03,1.52000e+00,
-4.9039992e-03,1.52000e+00,
-4.9029989e-03,1.54000e+00,
-4.9019991e-03,1.52000e+00,
-4.9009989e-03,1.52000e+00,
-4.8999991e-03,1.52000e+00,
-4.8989989e-03,1.52000e+00,
-4.8979991e-03,1.54000e+00,
-4.8969989e-03,1.52000e+00,
-4.8959991e-03,1.52000e+00,
-4.8949989e-03,1.52000e+00,
-4.8939991e-03,1.52000e+00,
-4.8929988e-03,1.52000e+00,
-4.8919991e-03,1.52000e+00,
-4.8909988e-03,1.52000e+00,
-4.8899991e-03,1.52000e+00,
-4.8889993e-03,1.54000e+00,
-4.8879990e-03,1.52000e+00,
-4.8869993e-03,1.54000e+00,
-4.8859990e-03,1.52000e+00,
-4.8849992e-03,1.52000e+00,
-4.8839990e-03,1.52000e+00,
-4.8829992e-03,1.52000e+00,
-4.8819990e-03,1.52000e+00,
-4.8809992e-03,1.52000e+00,
-4.8799990e-03,1.52000e+00,
-4.8789992e-03,1.52000e+00,
-4.8779990e-03,1.54000e+00,
-4.8769992e-03,1.54000e+00,
-4.8759989e-03,1.52000e+00,
-4.8749992e-03,1.52000e+00,
-4.8739989e-03,1.54000e+00,
-4.8729992e-03,1.52000e+00,
-4.8719989e-03,1.52000e+00,
-4.8709991e-03,1.52000e+00,
-4.8699989e-03,1.52000e+00,
-4.8689991e-03,1.52000e+00,
-4.8679989e-03,1.52000e+00,
-4.8669991e-03,1.52000e+00,
-4.8659989e-03,1.54000e+00,
-4.8649991e-03,1.52000e+00,
-4.8639989e-03,1.52000e+00,
-4.8629991e-03,1.52000e+00,
-4.8619988e-03,1.52000e+00,
-4.8609991e-03,1.52000e+00,
-4.8599993e-03,1.52000e+00,
-4.8589990e-03,1.52000e+00,
-4.8579993e-03,1.54000e+00,
-4.8569990e-03,1.52000e+00,
-4.8559993e-03,1.54000e+00,
-4.8549990e-03,1.52000e+00,
-4.8539992e-03,1.52000e+00,
-4.8529990e-03,1.52000e+00,
-4.8519992e-03,1.54000e+00,
-4.8509990e-03,1.52000e+00,
-4.8499992e-03,1.52000e+00,
-4.8489990e-03,1.52000e+00,
-4.8479992e-03,1.52000e+00,
-4.8469990e-03,1.52000e+00,
-4.8459992e-03,1.54000e+00,
-4.8449989e-03,1.52000e+00,
-4.8439992e-03,1.52000e+00,
-4.8429989e-03,1.52000e+00,
-4.8419992e-03,1.52000e+00,
-4.8409989e-03,1.52000e+00,
-4.8399991e-03,1.52000e+00,
-4.8389989e-03,1.54000e+00,
-4.8379991e-03,1.52000e+00,
-4.8369989e-03,1.52000e+00,
-4.8359991e-03,1.52000e+00,
-4.8349989e-03,1.52000e+00,
-4.8339991e-03,1.52000e+00,
-4.8329988e-03,1.54000e+00,
-4.8319991e-03,1.54000e+00,
-4.8309988e-03,1.52000e+00,
-4.8299991e-03,1.52000e+00,
-4.8289993e-03,1.52000e+00,
-4.8279990e-03,1.52000e+00,
-4.8269993e-03,1.52000e+00,
-4.8259990e-03,1.52000e+00,
-4.8249993e-03,1.52000e+00,
-4.8239990e-03,1.52000e+00,
-4.8229992e-03,1.52000e+00,
-4.8219990e-03,1.52000e+00,
-4.8209992e-03,1.52000e+00,
-4.8199990e-03,1.52000e+00,
-4.8189992e-03,1.52000e+00,
-4.8179990e-03,1.54000e+00,
-4.8169992e-03,1.52000e+00,
-4.8159990e-03,1.52000e+00,
-4.8149992e-03,1.52000e+00,
-4.8139989e-03,1.52000e+00,
-4.8129992e-03,1.52000e+00,
-4.8119989e-03,1.52000e+00,
-4.8109991e-03,1.52000e+00,
-4.8099989e-03,1.52000e+00,
-4.8089991e-03,1.52000e+00,
-4.8079989e-03,1.52000e+00,
-4.8069991e-03,1.54000e+00,
-4.8059989e-03,1.52000e+00,
-4.8049991e-03,1.52000e+00,
-4.8039989e-03,1.52000e+00,
-4.8029991e-03,1.52000e+00,
-4.8019988e-03,1.52000e+00,
-4.8009991e-03,1.52000e+00,
-4.7999988e-03,1.52000e+00,
-4.7989991e-03,1.52000e+00,
-4.7979993e-03,1.52000e+00,
-4.7969990e-03,1.52000e+00,
-4.7959993e-03,1.52000e+00,
-4.7949990e-03,1.52000e+00,
-4.7939993e-03,1.52000e+00,
-4.7929990e-03,1.52000e+00,
-4.7919992e-03,1.54000e+00,
-4.7909990e-03,1.52000e+00,
-4.7899992e-03,1.52000e+00,
-4.7889990e-03,1.52000e+00,
-4.7879992e-03,1.54000e+00,
-4.7869990e-03,1.52000e+00,
-4.7859992e-03,1.52000e+00,
-4.7849989e-03,1.52000e+00,
-4.7839992e-03,1.52000e+00,
-4.7829989e-03,1.52000e+00,
-4.7819992e-03,1.54000e+00,
-4.7809989e-03,1.52000e+00,
-4.7799991e-03,1.52000e+00,
-4.7789989e-03,1.52000e+00,
-4.7779991e-03,1.54000e+00,
-4.7769989e-03,1.52000e+00,
-4.7759991e-03,1.52000e+00,
-4.7749989e-03,1.52000e+00,
-4.7739991e-03,1.52000e+00,
-4.7729989e-03,1.54000e+00,
-4.7719991e-03,1.52000e+00,
-4.7709988e-03,1.52000e+00,
-4.7699991e-03,1.52000e+00,
-4.7689988e-03,1.54000e+00,
-4.7679991e-03,1.52000e+00,
-4.7669993e-03,1.52000e+00,
-4.7659990e-03,1.52000e+00,
-4.7649993e-03,1.54000e+00,
-4.7639990e-03,1.52000e+00,
-4.7629992e-03,1.52000e+00,
-4.7619990e-03,1.54000e+00,
-4.7609992e-03,1.52000e+00,
-4.7599990e-03,1.52000e+00,
-4.7589992e-03,1.52000e+00,
-4.7579990e-03,1.52000e+00,
-4.7569992e-03,1.52000e+00,
-4.7559990e-03,1.52000e+00,
-4.7549992e-03,1.52000e+00,
-4.7539989e-03,1.52000e+00,
-4.7529992e-03,1.52000e+00,
-4.7519989e-03,1.52000e+00,
-4.7509992e-03,1.52000e+00,
-4.7499989e-03,1.52000e+00,
-4.7489991e-03,1.52000e+00,
-4.7479989e-03,1.52000e+00,
-4.7469991e-03,1.52000e+00,
-4.7459989e-03,1.52000e+00,
-4.7449991e-03,1.52000e+00,
-4.7439989e-03,1.54000e+00,
-4.7429991e-03,1.52000e+00,
-4.7419989e-03,1.52000e+00,
-4.7409991e-03,1.52000e+00,
-4.7399988e-03,1.52000e+00,
-4.7389991e-03,1.52000e+00,
-4.7379988e-03,1.52000e+00,
-4.7369990e-03,1.52000e+00,
-4.7359993e-03,1.52000e+00,
-4.7349990e-03,1.52000e+00,
-4.7339993e-03,1.54000e+00,
-4.7329990e-03,1.52000e+00,
-4.7319992e-03,1.52000e+00,
-4.7309990e-03,1.52000e+00,
-4.7299992e-03,1.52000e+00,
-4.7289990e-03,1.52000e+00,
-4.7279992e-03,1.52000e+00,
-4.7269990e-03,1.52000e+00,
-4.7259992e-03,1.52000e+00,
-4.7249990e-03,1.52000e+00,
-4.7239992e-03,1.52000e+00,
-4.7229989e-03,1.52000e+00,
-4.7219992e-03,1.52000e+00,
-4.7209989e-03,1.52000e+00,
-4.7199992e-03,1.54000e+00,
-4.7189989e-03,1.52000e+00,
-4.7179991e-03,1.52000e+00,
-4.7169989e-03,1.52000e+00,
-4.7159991e-03,1.54000e+00,
-4.7149989e-03,1.52000e+00,
-4.7139991e-03,1.52000e+00,
-4.7129989e-03,1.52000e+00,
-4.7119991e-03,1.52000e+00,
-4.7109989e-03,1.52000e+00,
-4.7099991e-03,1.52000e+00,
-4.7089988e-03,1.52000e+00,
-4.7079991e-03,1.52000e+00,
-4.7069993e-03,1.54000e+00,
-4.7059990e-03,1.52000e+00,
-4.7049993e-03,1.52000e+00,
-4.7039990e-03,1.52000e+00,
-4.7029993e-03,1.52000e+00,
-4.7019990e-03,1.52000e+00,
-4.7009992e-03,1.52000e+00,
-4.6999990e-03,1.52000e+00,
-4.6989992e-03,1.54000e+00,
-4.6979990e-03,1.52000e+00,
-4.6969992e-03,1.52000e+00,
-4.6959990e-03,1.52000e+00,
-4.6949992e-03,1.52000e+00,
-4.6939990e-03,1.54000e+00,
-4.6929992e-03,1.54000e+00,
-4.6919989e-03,1.52000e+00,
-4.6909992e-03,1.52000e+00,
-4.6899989e-03,1.52000e+00,
-4.6889991e-03,1.52000e+00,
-4.6879989e-03,1.52000e+00,
-4.6869991e-03,1.54000e+00,
-4.6859989e-03,1.52000e+00,
-4.6849991e-03,1.52000e+00,
-4.6839989e-03,1.52000e+00,
-4.6829991e-03,1.52000e+00,
-4.6819989e-03,1.52000e+00,
-4.6809991e-03,1.50000e+00,
-4.6799988e-03,1.54000e+00,
-4.6789991e-03,1.54000e+00,
-4.6779988e-03,1.52000e+00,
-4.6769991e-03,1.52000e+00,
-4.6759993e-03,1.52000e+00,
-4.6749990e-03,1.52000e+00,
-4.6739993e-03,1.52000e+00,
-4.6729990e-03,1.52000e+00,
-4.6719993e-03,1.52000e+00,
-4.6709990e-03,1.52000e+00,
-4.6699992e-03,-1.50000e+00,
-4.6689990e-03,-1.50000e+00,
-4.6679992e-03,-1.48000e+00,
-4.6669990e-03,-1.48000e+00,
-4.6659992e-03,-1.48000e+00,
-4.6649990e-03,-1.48000e+00,
-4.6639992e-03,-1.48000e+00,
-4.6629990e-03,-1.48000e+00,
-4.6619992e-03,-1.48000e+00,
-4.6609989e-03,-1.48000e+00,
-4.6599992e-03,-1.48000e+00,
-4.6589989e-03,-1.50000e+00,
-4.6579991e-03,-1.48000e+00,
-4.6569989e-03,-1.48000e+00,
-4.6559991e-03,-1.50000e+00,
-4.6549989e-03,-1.48000e+00,
-4.6539991e-03,-1.48000e+00,
-4.6529989e-03,-1.48000e+00,
-4.6519991e-03,-1.48000e+00,
-4.6509989e-03,-1.50000e+00,
-4.6499991e-03,-1.48000e+00,
-4.6489988e-03,-1.48000e+00,
-4.6479991e-03,-1.48000e+00,
-4.6469988e-03,-1.50000e+00,
-4.6459991e-03,-1.48000e+00,
-4.6449993e-03,-1.48000e+00,
-4.6439990e-03,-1.50000e+00,
-4.6429993e-03,-1.48000e+00,
-4.6419990e-03,-1.48000e+00,
-4.6409993e-03,-1.48000e+00,
-4.6399990e-03,-1.48000e+00,
-4.6389992e-03,-1.50000e+00,
-4.6379990e-03,-1.50000e+00,
-4.6369992e-03,-1.48000e+00,
-4.6359990e-03,-1.48000e+00,
-4.6349992e-03,-1.50000e+00,
-4.6339990e-03,-1.48000e+00,
-4.6329992e-03,-1.50000e+00,
-4.6319989e-03,-1.48000e+00,
-4.6309992e-03,-1.48000e+00,
-4.6299989e-03,-1.48000e+00,
-4.6289992e-03,-1.50000e+00,
-4.6279989e-03,-1.50000e+00,
-4.6269991e-03,-1.50000e+00,
-4.6259989e-03,-1.50000e+00,
-4.6249991e-03,-1.50000e+00,
-4.6239989e-03,-1.48000e+00,
-4.6229991e-03,-1.50000e+00,
-4.6219989e-03,-1.48000e+00,
-4.6209991e-03,-1.48000e+00,
-4.6199989e-03,-1.48000e+00,
-4.6189991e-03,-1.48000e+00,
-4.6179988e-03,-1.50000e+00,
-4.6169991e-03,-1.50000e+00,
-4.6159988e-03,-1.48000e+00,
-4.6149991e-03,-1.48000e+00,
-4.6139993e-03,-1.50000e+00,
-4.6129990e-03,-1.48000e+00,
-4.6119993e-03,-1.50000e+00,
-4.6109990e-03,-1.50000e+00,
-4.6099992e-03,-1.48000e+00,
-4.6089990e-03,-1.48000e+00,
-4.6079992e-03,-1.48000e+00,
-4.6069990e-03,-1.50000e+00,
-4.6059992e-03,-1.48000e+00,
-4.6049990e-03,-1.48000e+00,
-4.6039992e-03,-1.48000e+00,
-4.6029990e-03,-1.48000e+00,
-4.6019992e-03,-1.48000e+00,
-4.6009989e-03,-1.48000e+00,
-4.5999992e-03,-1.50000e+00,
-4.5989989e-03,-1.48000e+00,
-4.5979992e-03,-1.50000e+00,
-4.5969989e-03,-1.50000e+00,
-4.5959991e-03,-1.50000e+00,
-4.5949989e-03,-1.48000e+00,
-4.5939991e-03,-1.48000e+00,
-4.5929989e-03,-1.48000e+00,
-4.5919991e-03,-1.48000e+00,
-4.5909989e-03,-1.50000e+00,
-4.5899991e-03,-1.48000e+00,
-4.5889989e-03,-1.48000e+00,
-4.5879991e-03,-1.48000e+00,
-4.5869988e-03,-1.48000e+00,
-4.5859991e-03,-1.48000e+00,
-4.5849993e-03,-1.48000e+00,
-4.5839990e-03,-1.48000e+00,
-4.5829993e-03,-1.48000e+00,
-4.5819990e-03,-1.48000e+00,
-4.5809993e-03,-1.48000e+00,
-4.5799990e-03,-1.50000e+00,
-4.5789992e-03,-1.48000e+00,
-4.5779990e-03,-1.48000e+00,
-4.5769992e-03,-1.48000e+00,
-4.5759990e-03,-1.48000e+00,
-4.5749992e-03,-1.48000e+00,
-4.5739990e-03,-1.48000e+00,
-4.5729992e-03,-1.48000e+00,
-4.5719990e-03,-1.48000e+00,
-4.5709992e-03,-1.48000e+00,
-4.5699989e-03,-1.48000e+00,
-4.5689992e-03,-1.48000e+00,
-4.5679989e-03,-1.48000e+00,
-4.5669992e-03,-1.48000e+00,
-4.5659989e-03,-1.50000e+00,
